page_title,longitude,latitude,hitcount
Universität Duisburg-Essen,51.4292,6.80083,1799
Liste der kreisfreien Städte in Deutschland,49.35,8.15,612
Psychotherapeutisches Institut Bergerhausen,51.454,6.71578,557
Halden im Ruhrgebiet,51.5412,6.9978,315
Museum DKM,51.4288,6.77013,132
Duisburger Institut für Sprach- und Sozialforschung,51.4383,6.77239,131
NRW School of Governance,51.4307,6.7998,130
Atlantis Kindermuseum,51.4403,6.77028,116
Stadtbibliothek Duisburg,51.4325,6.76653,106
Friedrich-Albert-Lange-Berufskolleg,51.4317,6.78722,78
Skulpturenpark am Lehmbruck-Museum,51.4304,6.76536,59
Schulschiff Rhein,51.4553,6.71779,42
